ReferenceID	Authors	Year	Title	Details
Cyd-Ref-237	Hung T.Chang & Y.C.Zhong	1997		In: Acta Sci. Nat. Univ. Sunyatseni 36(3): 69
Cyd-Ref-238	K.D.Hill	1996		In: Telopea 7(1): 32-33, fig. 15
Cyd-Ref-239	K.D.Hill	1996		In: Telopea 7(1): 18-19, fig. 8
Cyd-Ref-240	Madulid & Agoo	2005		In: Blumea 50(3): 519-522. fig. 1.
Cyd-Ref-241	A.Lindstr. & K.D.Hill	2002		In: Novon 12(2): 238
Cyd-Ref-243	Lem.	1846		In: Catalog. Vanhoutt. 27: 45
Cyd-Ref-244	Miq.	1847		In: Tijdschr. Wis- Natuurk. Wetensch. Eerste Kl. Kon. Ned. Inst. Wetensch. 1(1): 37-38
Cyd-Ref-245	T.J.Greg., Chemnick, Salas-Mor. & Vovides	2003		In: Bot. J. Linn. Soc. 141(4): 471-476, figs. 1-8
Cyd-Ref-246	De Luca & Sabato	1979		In: Brittonia 31(1): 170-172, figs. 2-3
Cyd-Ref-247	De Luca, Sabato & Vázq.Torres	1980		In: Brittonia 32(1): 44-46, figs. 3-4
Cyd-Ref-248	Lindl.	1843		In: Edwardss Bot. Reg. 29: misc. 59-60
Cyd-Ref-249	Miq.	1861		In: Prodr. Syst. Cycad.: 10, 22
Cyd-Ref-697		1861		In: Prodr. Syst. Cycad.: 10
Cyd-Ref-250	A.E.Murray	1983		In: Kalmia 13: 5
Cyd-Ref-698		1983		In: Kalmia 13: 5
Cyd-Ref-251	Miq.	1868		In: Arch. Néerl. Sci. Exact. Nat. 3: 427
Cyd-Ref-699		1868		In: Arch. Néerl. Sci. Exact. Nat. 3: 427
Cyd-Ref-252	Wittm.	1899		In: Gartenflora 48: 153
Cyd-Ref-253	Dyer	1884		In: Biol. Cent.-Amer., Bot. 3: 191, t. 81, figs. 1-3
Cyd-Ref-254	McVaugh & Pérez de la Rosa	1992		In: Fl. Novo-Galiciana 17: 112
Cyd-Ref-255	De Luca, Sabato & Vázq.Torres	1981		In: Brittonia 33(4): 552-554, figs. 1-2
Cyd-Ref-256	Miq.	1847		In: Tijdschr. Wis- Natuurk. Wetensch. Eerste Kl. Kon. Ned. Inst. Wetensch. 1(1): 36
Cyd-Ref-257	Standl. & L.O.Williams	1951		In: Ceiba 1(1): 36-38
Cyd-Ref-258	De Luca, Sabato & Vázq.Torres	1981		In: Brittonia 33(2): 180-184, figs. 2-3
Cyd-Ref-740	Salas-Mor., Chemnick & T.J.Greg.	2016		In: Cact. Succ. J. (Los Angeles)  88(1): 35-42
Cyd-Ref-259	Rose	1909		In: Contr. U.S. Natl. Herb. 12(7): 260-261
Cyd-Ref-260	De Luca, A.Moretti, Sabato & Vázq.Torres	1980		In: Brittonia 32(2): 225-229
Cyd-Ref-261	Chemnick, T.J.Greg. & Salas-Mor.	1998		In: Phytologia 83(1): 1-6 (1997 publ. 1998)
Cyd-Ref-262	Dyer ex Eichler	1883		In: Gart.-Zeitung (Berlin) 2: 411-413, 438-439, fig. 80
Cyd-Ref-263	Nic.-Mor. & Vovides	2009		In: Syst. Biodivers. 7(1): 73-79, figs. 1-2
Cyd-Ref-264	Lem. ex A.DC.	1868		In: Prodr. [A. P. de Candolle] 16(2): 537
Cyd-Ref-265	De Luca, Sabato & Vázq.Torres	1984		In: Brittonia 36(3): 225-227, figs. 2-5
Cyd-Ref-266	De Luca, Sabato & Vázq.Torres	1984		In: Brittonia 36(3): 226-227, figs. 2B, 3C, 5
Cyd-Ref-700		1984		In: Brittonia 36(3): 225-227
Cyd-Ref-827	Gut.Ortega & Pérez-Farr.	2018		In: Phytotaxa 369(2): 109. 2018 [epublished 13 Sep 2018]
Cyd-Ref-270	Liebm. ex Dyer	1884		In: Biol. Cent.-Amer., Bot. 3: 192
Cyd-Ref-269	Nakai	1943		In: Ord. Fam. Prof. Nakai: 208
Cyd-Ref-428	Mast.	1878		In: Gard. Chron., n.s. 10(261): 810
Cyd-Ref-271	Vorster	1990		In: S. African J. Bot. 56(2): 239-243
Cyd-Ref-272	Lehm.	1834		In: Nov. Stirp. Pug. 6: 11, t. 4-5
Cyd-Ref-701		1842		In: Monogr. Cycad.: 52
Cyd-Ref-590	Miq.	1842		In: Monogr. Cycad.: 52
Cyd-Ref-649	J.M.Wood	1907		In: Ann. Rep. Bot. Gard. Natal: 8-9
Cyd-Ref-612	Regel	1874		In: Trudy Imp. S.-Peterburgsk. Bot. Sada 3(1): 114
Cyd-Ref-636	de Vriese	1846		In: Nederl. Kruidk Arch. 1:171-175
Cyd-Ref-619	Regel	1875		In: Gartenflora 24: 40
Cyd-Ref-617	Regel	1875		In: Gartenflora 24: 41
Cyd-Ref-613	Regel	1874		In: Trudy Imp. S.-Peterburgsk. Bot. Sada 3(1): 114
Cyd-Ref-611	Regel	1874		In: Trudy Imp. S.-Peterburgsk. Bot. Sada 3(1): 114
Cyd-Ref-591	Miq.	1842		In: Monogr. Cycad.: 52
Cyd-Ref-618	Regel	1875		In: Gartenflora 24: 40
Cyd-Ref-273	Vorster	1996		In: S. African J. Bot. 62: 57-60
Cyd-Ref-274	R.A.Dyer	1956		In: J. S. African Bot. 22(1): 1-4
Cyd-Ref-275	Carruth. ex Miq.	1868		In: Arch. Néerl. Sci. Exact. Nat. 3: 243
Cyd-Ref-276	L.E.Newton	1978		In: J. Linn. Soc., Bot. 77(2): 125-129
Cyd-Ref-578		1978		In: J. Linn. Soc., Bot. 77(2): 125-129
Cyd-Ref-277	Lehm. & de Vriese	1838		In: Tijdschr. Natuurl. Gesch. Physiol. 4(4): 414, tt. 6-7
Cyd-Ref-278	Vorster	1996		In: S. African J. Bot. 62(1): 61-64
Cyd-Ref-279	Melville	1957		In: Kew Bull. 12(2): 252, fig. 4
Cyd-Ref-280	Lehm.	1834		In: Nov. Stirp. Pug. 6: 14
Cyd-Ref-625	Miq.	1868		In: Prodr. [A. P. de Candolle] 16(2): 531-532
Cyd-Ref-702		1868		In: Prodr. [A. P. de Candolle] 16(2): 532
Cyd-Ref-609	Regel	1874		In: Trudy Imp. S.-Peterburgsk. Bot. Sada 3(1): 113
Cyd-Ref-610	Regel	1874		In: Trudy Imp. S.-Peterburgsk. Bot. Sada 3(1): 113
Cyd-Ref-281	Lavranos & D.L.Goode	1989		In: Durban Mus. Novit. 14: 153 156
Cyd-Ref-282	R.A.Dyer & I.Verd.	1969		In: Kirkia 7: 147-158
Cyd-Ref-283	R.A.Dyer & I.Verd.	1969		In: Kirkia 7: 147-158
Cyd-Ref-284	R.A.Dyer	1971		In: Bothalia 10(2): 379-383
Cyd-Ref-285	Lehm.	1834		In: Nov. Stirp. Pug. 6: 13
Cyd-Ref-703		1874		In: Trudy Imp. S.-Peterburgsk. Bot. Sada 3(1): 111
Cyd-Ref-606	Regel	1874		In: Trudy Imp. S.-Peterburgsk. Bot. Sada 3(1): 111
Cyd-Ref-607	Regel	1874		In: Trudy Imp. S.-Peterburgsk. Bot. Sada 3(1): 111
Cyd-Ref-624	Sweet	1839		In: Hort. Brit. [Sweet] ed. 3: 626
Cyd-Ref-286	Malaisse, Sclavo & Crosiers	1992		In: Ann. Gembloux 98(2): 153-155, fig. 1
Cyd-Ref-601	F.Muell.	1859		In: Quart. J. Trans. Pharm. Soc. Victoria 2: 90
Cyd-Ref-287	Lavranos & D.L.Goode	1988		In: Bull. Jard. Bot. Natl. Belg. 58(1-2): 219-224
Cyd-Ref-637	F.Muell.	1882		In: Syst. Census Austral. Pl. 1:110
Cyd-Ref-648	F.Muell.	1885		In: Australas. Chem. Druggist 8:12
Cyd-Ref-288	Lavranos & D.L.Goode	1988		In: Bull. Jard. Bot. Natl. Belg. 58(1-2): 219-224
Cyd-Ref-268	Lehm.	1838		In: Tijdschr. Natuurl. Gesch. Physiol. 4(4): 419, pl. 8a
Cyd-Ref-289	P.J.H.Hurter	1995		In: S. African J. Bot. 61(4): 226-229
Cyd-Ref-290	I.Verd.	1945		In: J. S. African Bot. 11(1): 1-3
Cyd-Ref-642		1988		In: Bull. Jard. Bot. Natl. Belg. 58(1-2): 219-224
Cyd-Ref-291	Lavranos & D.L.Goode	1988		In: Bull. Jard. Bot. Natl. Belg. 58(1-2): 219-224
Cyd-Ref-292	I.Verd.	1954		In: Bothalia 6(2): 426
Cyd-Ref-293	G.Bertol	1851		In: Mem. Reale Accad. Sci. Ist. Bologna 3: 264-265
Cyd-Ref-659	P.Rousseau, Vorster & A.E.van Wyk	2015		In: Phytotaxa 204(2): 99-115
Cyd-Ref-658		2015		In: Phytotaxa 204(2): 99-115
Cyd-Ref-294	I.Turner & Sclavo	2006		In: Biotechnol. Agron. Soc. Environm. 10(3): 181-183, figs. 1-4
Cyd-Ref-596	Miq.	1863		In: Verslagen Meded. Afd. Natuurk. Kon. Akad. Wetensch. 15: 368
Cyd-Ref-295	Lehm.	1834		In: Nov. Stirp. Pug. 6: 8, tt. 1-3
Cyd-Ref-296	Lem.	1867		In: Ill. Hort. 14, misc.: 80-81; 15: pl. 567
Cyd-Ref-362	Mast.	1868		In: Gard. Chron. 25(14): 349
Cyd-Ref-297	Vorster, Robbertse & S.van der Westh.	1988		In: S. African J. Bot. 54(4): 363-366, figs. 1-2
Cyd-Ref-298	Prain	1916		In: Bull. Misc. Inform. Kew 1916: 181
Cyd-Ref-704		1938		In: J. S. African Bot. 4: 153
Cyd-Ref-638	Gilliland	1938		In: J. S. African Bot. 4: 153
Cyd-Ref-299	R.A.Dyer	1972		In: Bothalia 10(4): 539-546
Cyd-Ref-300	A.Braun & C.D.Bouché	1874		In: Index Seminum Hort. Bot. Berol. 1874: 18
Cyd-Ref-301	Melville	1957		In: Kew Bull. 12(2): 248
Cyd-Ref-643		1957		In: Kew Bull. 12(2): 248
Cyd-Ref-302	P.J.H.Hurter	1996		In: S. African J. Bot. 62(1): 46-48, fig. 1
Cyd-Ref-303	Lehm.	1834		In: Nov. Stirp. Pug. 6: 14
Cyd-Ref-633	Miq.	1842		In: Monogr. Cycad.: 58-59
Cyd-Ref-705		1838		In: Ann. Sci. Nat., Bot. ser. 2 10: 367
Cyd-Ref-635	Miq.	1838		In: Ann. Sci. Nat., Bot. ser. 2 10: 367
Cyd-Ref-626	J.Schust.	1932		In: in Engler, Pflanzenr. 99: 117
Cyd-Ref-634	Miq.	1842		In: Monogr. Cycad.: 59
Cyd-Ref-627	J.Schust.	1932		In: in Engler, Pflanzenr. 99: 117
Cyd-Ref-304	Hook.	1863		In: Bot. Mag. 89: t. 5371
Cyd-Ref-628	J.Schust.	1932		In: in Engler, Pflanzenr. 99: 117
Cyd-Ref-305	I.Verd.	1951		In: Bothalia 6(1): 220, 241, pl. 3
Cyd-Ref-306	Vorster	1995		In: Novon 5(4): 388, figs. 2-5
Cyd-Ref-307	R.A.Dyer	1964		In: Bothalia 8(2): 169-170
Cyd-Ref-308	Bamps & Lisowski	1990		In: Mem. New York Bot. Gard. 57: 152-155
Cyd-Ref-309	Pócs & Q.Luke	2007		In: J. E. Afr. Nat. Hist. 96(2): 193-201
Cyd-Ref-310	Faden & Beentje	1989		In: Utafiti 2(1): 7-10
Cyd-Ref-311	Hutch.	1932		In: Bull. Misc. Inform. Kew 1932: 512
Cyd-Ref-312	Stapf & Burtt Davy	1926		In: Man. Pl. Transvaal   1: 40, 99
Cyd-Ref-313	Stapf & Burtt Davy	1926		In: Man. Pl. Transvaal  1: 40, 99, fig. 4d
Cyd-Ref-314	Lehm.	1834		In: Nov. Stirp. Pug. 6: 14
Cyd-Ref-706		1842		In: Monogr. Cycad.: 57
Cyd-Ref-594	Miq.	1842		In: Monogr. Cycad.: 57
Cyd-Ref-315	Sweet	1839		In: Hort. Brit. [Sweet] ed. 3: 626
Cyd-Ref-316	Lehm.	1838		In: Tijdschr. Natuurl. Gesch. Physiol. 4(4): 424, t.9
Cyd-Ref-317	De Wild.	1903		In: Ann. Mus. Congo Belge, Bot. sér. 5, 1(1): 10, t. 25
Cyd-Ref-318	I.Verd.	1949		In: Fl. Pl. Africa 27: pls. 1078-1079
Cyd-Ref-319	Lehm.	1834		In: Nov. Stirp. Pug. 6: 14
Cyd-Ref-629	Regel ex J.Schust.	1932		In: in Engler, Pflanzenr. 99: 115
Cyd-Ref-707		1932		In: in Engler, Pflanzenr. 99: 115
Cyd-Ref-630	J.Schust.	1932		In: in Engler, Pflanzenr. 99: 115
Cyd-Ref-708		1868		In: Prodr. [A. P. de Candolle] 16(2): 531
Cyd-Ref-641	Miq.	1868		In: Prodr. [A. P. de Candolle] 16(2): 531
Cyd-Ref-320	De Wild. & T.Durand	1900		In: Bull. Soc. Roy. Bot. Belgique 39: 80
Cyd-Ref-321	Lehm.	1834		In: Nov. Stirp. Pug. 6: 14
Cyd-Ref-593	Miq.	1842		In: Monogr. Cycad.: 56
Cyd-Ref-662	Miq.	1868		In: Prodr. [A. P. de Candolle] 16(2): 531-532
Cyd-Ref-608	Regel	1874		In: Trudy Imp. S.-Peterburgsk. Bot. Sada 3(1): 113
Cyd-Ref-709		1842		In: Monogr. Cycad.: 55-56
Cyd-Ref-592	Miq.	1842		In: Monogr. Cycad.: 55-56
Cyd-Ref-603	F.Muell. ex Miq.	1863		In: Verslagen Meded. Afd. Natuurk. Kon. Akad. Wetensch. 15: 376
Cyd-Ref-728	W.Bull	1870		In: Retail List [Bull] No. 54: 116
Cyd-Ref-322	L.E.Newton	2002		In: Bot. J. Linn. Soc. 140(2): 187-192, figs. 1-6
Cyd-Ref-323	S.Jones & Wynants	1997		In: Encephalartos 50: 13-17, figs. 1-2
Cyd-Ref-730	W.Bull	1873		In: Retail List [Bull] No. 83: 187
Cyd-Ref-324	Gilliland	1939		In: Proc. Rhodesia Sci. Assoc. 37: 133-134
Cyd-Ref-325	de Vriese	1838		In: Tijdschr. Natuurl. Gesch. Physiol. 5: 187-189
Cyd-Ref-326	Devred	1958		In: Bull. Soc. Roy. Bot. Belgique 91: 104-110
Cyd-Ref-327	Miq.	1842		In: Monogr. Cycad.: 48
Cyd-Ref-328	Vorster, Robbertse & S.van der Westh.	1989		In: S. African J. Bot. 55(1): 122-126
Cyd-Ref-639	F.Muell.	1862		In: Fragm. (Mueller) 3: 38
Cyd-Ref-640	F.Muell.	1881		In: Fragm. (Mueller) 11: 125
Cyd-Ref-329	Vorster	1996		In: S. African J. Bot. 62(2): 67-70
Cyd-Ref-330	R.A.Dyer & I.Verd.	1969		In: Kirkia 7: 147-158
Cyd-Ref-331	Lehm.	1838		In: Tijdschr. Natuurl. Gesch. Physiol. 4(4): 421, t. 8c
Cyd-Ref-332	R.A.Dyer & I.Verd.	1951		In: Bothalia 6(1): 205-211, pls 1-3
Cyd-Ref-333	I.Verd.	1949		In: Fl. Pl. Africa 27: pls 1053-1054
Cyd-Ref-334	P.J.H.Hurter	1995		In: Phytologia 78(6): 409-410, fig. 1
Cyd-Ref-600	Miq.	1863		In: Verslagen Meded. Afd. Natuurk. Kon. Akad. Wetensch. 15: 370
Cyd-Ref-335	Stapf & Burtt Davy	1926		In: Man. Pl. Transvaal   1: 40, 99, fig. 4a
Cyd-Ref-602	F.Muell.	1859		In: Quart. J. Trans. Pharm. Soc. Victoria 2: 90
Cyd-Ref-336	Asch.	1878		In: Verh. Bot. Vereins Prov. Brandenburg 20: 35-36
Cyd-Ref-597	F.Muell.	1858		In: Quart. J. Trans. Pharm. Soc. Victoria 2: 90
Cyd-Ref-337	R.A.Dyer	1965		In: J. S. African Bot. 31(2): 111-112, pl. 19
Cyd-Ref-620	Sweet	1839		In: Hort. Brit. [Sweet] ed. 3: 626
Cyd-Ref-338	R.A.Dyer & I.Verd.	1969		In: Kirkia 7: 147-158
Cyd-Ref-623	Sweet	1839		In: Hort. Brit. [Sweet] ed. 3: 626
Cyd-Ref-339	Lehm.	1834		In: Nov. Stirp. Pug. 6: 13
Cyd-Ref-650	W.Bull	1889		In: Retail List [Bull] No. 250: 8, t. 4
Cyd-Ref-340	P.J.H.Hurter	2001		In: Bothalia 31(2): 197-199
Cyd-Ref-621	Sweet	1839		In: Hort. Brit. [Sweet] ed. 3: 626
Cyd-Ref-341	Malaisse, Sclavo & Crosiers	1993		In: Bull. Jard. Bot. Natl. Belg. 62: 215-219
Cyd-Ref-342	Malaisse	1969		In: Bull. Jard. Bot. Natl. Belg. 39(4): 401-406
Cyd-Ref-267	De Luca, D.W.Stev. & A.Moretti	1991		In: Delpinoa 29-30: 3-5 (1989 issued 1991 Oct. 24)
Cyd-Ref-343	A.Moretti, D.W.Stev. & De Luca	1990		In: Mem. New York Bot. Gard. 57: 156-161
Cyd-Ref-344	Vorster	1996		In: S. African J. Bot. 62(2): 76-79
Cyd-Ref-345	Schweinf.	1871		In: Bot. Zeitung (Berlin) 29(20): 334
Cyd-Ref-346	Lehm.	1838		In: Tijdschr. Natuurl. Gesch. Physiol. 4(4): 419, t. 8c
Cyd-Ref-589	Lehm.	1834		In: Nov. Stirp. Pug. 6: 13
Cyd-Ref-644	F.Muell.	1866		In: Fragm. (Mueller) 5: 172
Cyd-Ref-598	Miq.	1863		In: Verslagen Meded. Afd. Natuurk. Kon. Akad. Wetensch. 15: 368
Cyd-Ref-710		1863		In: Verslagen Meded. Afd. Natuurk. Kon. Akad. Wetensch. 15: 368
Cyd-Ref-347	Stapf & Burtt Davy	1926		In: Man. Pl. Transvaal 1: 40, 99
Cyd-Ref-348	Vorster	1995		In: S. African J. Bot. 61(6): 347
Cyd-Ref-349	Melville	1957		In: Kew Bull. 12(2): 249, fig. 3
Cyd-Ref-350	Miringu & Beentje	1999		In: J. E. Afr. Nat. Hist. 88: 35
Cyd-Ref-579		1999		In: J. E. Afr. Nat. Hist. 88: 35
Cyd-Ref-351	Stapf & Burtt Davy	1926		In: Man. Pl. Transvaal  1: 40, 99, fig. 4b
Cyd-Ref-352	Lehm.	1834		In: Nov. Stirp. Pug. 6: 13
Cyd-Ref-353	R.A.Dyer	1965		In: J. S. African Bot. 31(2): 112-116, pl. 20
Cyd-Ref-354	Lavranos & D.L.Goode	1985		In: Garcia de Orta, Ser. Bot. 7(1-2): 11-14
Cyd-Ref-355	R.A.Dyer	1951		In: Fl. Pl. Africa 28: pl. 1100
Cyd-Ref-631	de Vriese	1838		In: Tijdschr. Natuurl. Gesch. Physiol. 4(4): 422
Cyd-Ref-356	Vorster	1996		In: S. African J. Bot. 62(2): 71
Cyd-Ref-357	Vorster, Robbertse & S.van der Westh.	1988		In: S. African J. Bot. 54(5): 487-490, figs. 1-3
Cyd-Ref-605	Regel	1874		In: Trudy Imp. S.-Peterburgsk. Bot. Sada 3(1): 111
Cyd-Ref-358	Lem.	1867		In: Ill. Hort. 14, misc.: 79-80; 15
Cyd-Ref-647	P.Hennings	1890		In: Gartenflora 39: 238
Cyd-Ref-646	P.Hennings	1890		In: Gartenflora 39: 238
Cyd-Ref-711		1890		In: Gartenflora 39: 238
Cyd-Ref-731	W.Bull	1873		In: Retail List [Bull] No. 83: 187
Cyd-Ref-645	Auct.	1876		In: Gard. Chron. n.s. 6: 711, figs. 134-135
Cyd-Ref-712		1873		In: Retail List [Bull] No. 83: 187
Cyd-Ref-359	A.Moretti, D.W.Stev. & Sclavo	1989		In: Ann. Missouri Bot. Gard. 76(3): 935
Cyd-Ref-370	Mast.	1868		In: Gard. Chron. 25(14): 349
Cyd-Ref-360	P.J.H.Hurter	1995		In: Phytologia 78(6): 410-411, fig. 3
Cyd-Ref-361	Sander ex J.M.Wood	1908		In: Gard. Chron., ser. 3 43: 414
Cyd-Ref-739	Sander	1908		In: Gard. Chron., ser. 3 43: 257
Cyd-Ref-363	S.L.Yang ex de Laub.	1998		In: Blumea 43(2): 393
Cyd-Ref-364	de Laub.	1998		In: Blumea 43(2): 395
Cyd-Ref-365	de Laub.	1998		In: Blumea 43(2): 389
Cyd-Ref-366	de Laub.	1998		In: Blumea 43(2): 393
Cyd-Ref-367	de Laub.	1998		In: Blumea 43(2): 391
Cyd-Ref-368	de Laub.	1998		In: Blumea 43(2): 393
Cyd-Ref-369	de Laub.	1998		In: Blumea 43(2): 391
Cyd-Ref-604	Regel	1875		In: Gartenflora 24: 43
Cyd-Ref-371	Regel	1876		In: Gartenflora 25: 6
Cyd-Ref-372	Regel	1857		In: Bull. Soc. Imp. Naturalistes Moscou 30(1): 184-185, fig. 21
Cyd-Ref-373	Kunze	1839		In: Linnaea 13: 152
Cyd-Ref-375	P.I.Forst. & D.L.Jones	1998		In: Fl. Australia 48: 717
Cyd-Ref-376	L.A.S.Johnson	1959		In: Proc. Linn. Soc. New South Wales, ser. 2, 84(1): 98
Cyd-Ref-377	D.L.Jones	1998		In: Fl. Australia 48: 718
Cyd-Ref-378	D.L.Jones & P.I.Forst.	1994		In: Austrobaileya 4(2): 271-273, fig. 1
Cyd-Ref-379	Hook.f.	1872		In: Bot. Mag. 98: t. 5943
Cyd-Ref-733	W.Bull	1873		In: Retail List [Bull] No. 83: 8
Cyd-Ref-380	D.L.Jones & P.I.Forst.	1994		In: Austrobaileya 4(2): 273-275, fig. 2
Cyd-Ref-381	P.I.Forst. & D.L.Jones	1994		In: Austrobaileya 4(2): 275-276, fig. 3
Cyd-Ref-382	C.Moore	1884		In: J. Proc. Roy. Soc. New S. Wales 17: 119
Cyd-Ref-615	W.Bull	1874		In: Gard. Chron., n.s. 1(17): 532
Cyd-Ref-383	C.Moore & F.Muell.	1858		In: Fragm. (Mueller) 1(2): 41
Cyd-Ref-384	L.A.S.Johnson	1959		In: Proc. Linn. Soc. New South Wales, ser. 2, 84(1): 98
Cyd-Ref-385	W.Hill ex F.M.Bailey	1883		In: Syn. Queensl. Fl.: 500
Cyd-Ref-386	C.A.Gardner	1930		In: Enum. Pl. Austral. Occ.: 3
Cyd-Ref-735	W.Bull	1873		In: Gard. Chron. 30(11): 358
Cyd-Ref-387	K.D.Hill & D.L.Jones	1998		In: Fl. Australia 48: 718
Cyd-Ref-734	W.Bull	1873		In: Gard. Chron. 30(11): 358
Cyd-Ref-388	C.Moore	1884		In: J. Proc. Roy. Soc. New S. Wales 17: 120
Cyd-Ref-389	D.L.Jones	1991		In: Austrobaileya 3(3): 481
Cyd-Ref-390	C.Moore	1884		In: J. Proc. Roy. Soc. New S. Wales 17: 121
Cyd-Ref-391	Miq.	1842		In: Monogr. Cycad.: 37
Cyd-Ref-392	D.L.Jones	1998		In: Fl. Australia 48: 718-719
Cyd-Ref-393	C.Moore	1884		In: J. Proc. Roy. Soc. New S. Wales 17: 122
Cyd-Ref-394	C.Moore	1883		In: J. Proc. Roy. Soc. New S. Wales 17: 116
Cyd-Ref-586	W.Hill	1886		In: Syn. Queensl. Fl. Suppl. 1: 52
Cyd-Ref-395	D.L.Jones	1998		In: Fl. Australia 48: 719
Cyd-Ref-396	D.L.Jones & K.D.Hill	1992		In: Telopea 5(1): 31
Cyd-Ref-397	D.L.Jones	1991		In: Austrobaileya 3(3): 483
Cyd-Ref-398	P.I.Forst. & D.L.Jones	1998		In: Fl. Australia 48: 717
Cyd-Ref-399	L.A.S.Johnson	1959		In: Proc. Linn. Soc. New South Wales, ser. 2, 84(1): 102
Cyd-Ref-400	A.DC.	1868		In: Prodr. [A. P. de Candolle] 16(2): 537
Cyd-Ref-401	P.I.Forst. & D.L.Jones	1994		In: Austrobaileya 4(2): 276
Cyd-Ref-402	Mast.	1877		In: Gard. Chron., n.s. 7(178): 665
Cyd-Ref-738	W.Bull	1877		In: Retail List [Bull] No. 129: 7
Cyd-Ref-403	Miq.	1868		In: Arch. Néerl. Sci. Exact. Nat. 3: 250
Cyd-Ref-404	A.DC.	1868		In: Prodr. [A. P. de Candolle] 16(2): 535
Cyd-Ref-405	K.D.Hill	1998		In: Fl. Australia 48: 717
Cyd-Ref-406	F.Muell.	1881		In: Australas. Chem. Druggist 4: 84
Cyd-Ref-407	F.M.Bailey	1886		In: Syn. Queensl. Fl. Suppl. 1: 50
Cyd-Ref-408	D.L.Jones & P.I.Forst.	1994		In: Austrobaileya 4(2): 278, fig. 5
Cyd-Ref-409	A.DC.	1868		In: Prodr. [A. P. de Candolle] 16(2): 535
Cyd-Ref-410	P.I.Forst. & D.L.Jones	1994		In: Austrobaileya 4(2): 279-281, fig. 6
Cyd-Ref-411	W.Hill & F.Muell.	1859		In: Fragm. (Mueller) 1(4): 86
Cyd-Ref-412	L.A.S.Johnson	1959		In: Proc. Linn. Soc. New South Wales, ser. 2, 84(1): 109
Cyd-Ref-713		1959		In: Proc. Linn. Soc. New South Wales, ser. 2, 84(1): 108-109
Cyd-Ref-413	L.A.S.Johnson	1959		In: Proc. Linn. Soc. New South Wales, ser. 2, 84(1): 108
Cyd-Ref-414	Miq.	1868		In: Arch. Néerl. Sci. Exact. Nat. 3: 252
Cyd-Ref-415	F.M.Bailey	1898		In: Queensland Agric. J. 3: 356
Cyd-Ref-616	W.Bull	1874		In: Gard. Chron., n.s. 1(17): 532
Cyd-Ref-416	D.L.Jones	1991		In: Austrobaileya 3(3): 484
Cyd-Ref-417	D.L.Jones	1998		In: Fl. Australia 48: 718
Cyd-Ref-599	Lehm.	1844		In: Nov. Stirp. Pug. 8: 31
Cyd-Ref-419	K.D.Hill & D.L.Jones	1998		In: Fl. Australia 48: 718
Cyd-Ref-420	C.A.Gardner	1930		In: Enum. Pl. Austral. Occ.: 3
Cyd-Ref-421	C.Moore	1884		In: J. Proc. Roy. Soc. New S. Wales 17: 122
Cyd-Ref-422	D.L.Jones & P.I.Forst.	2001		In: Austrobaileya 6(1): 90-92, figs. 20-21
Cyd-Ref-423	Miq.	1842		In: Monogr. Cycad.: 36
Cyd-Ref-736	W.Bull	1873		In: Retail List [Bull] No. 83: 8
Cyd-Ref-732	W.Bull	1873		In: Retail List [Bull] No. 83: 187
Cyd-Ref-424	L.A.S.Johnson	1959		In: Proc. Linn. Soc. New South Wales, ser. 2, 84(1): 106
Cyd-Ref-588	Regel	1876		In: Gartenflora 25: 229
Cyd-Ref-425	D.L.Jones & P.I.Forst.	1994		In: Austrobaileya 4(2): 281-283, fig. 7
Cyd-Ref-427	A.DC.	1868		In: Prodr. [A. P. de Candolle] 16(2): 538
Cyd-Ref-748	Kuntze	1891		In: Revis. Gen. Pl. 2: 803
Cyd-Ref-749	Kuntze	1891		In: Revis. Gen. Pl. 2: 803
Cyd-Ref-750	Kuntze	1891		In: Revis. Gen. Pl. 2: 803
Cyd-Ref-751	Kuntze	1891		In: Revis. Gen. Pl. 2: 803
Cyd-Ref-752	Kuntze	1891		In: Revis. Gen. Pl. 2: 803
Cyd-Ref-753	Kuntze	1891		In: Revis. Gen. Pl. 2: 803
Cyd-Ref-754	Kuntze	1891		In: Revis. Gen. Pl. 2: 803
Cyd-Ref-755	Kuntze	1891		In: Revis. Gen. Pl. 2: 803
Cyd-Ref-756	Kuntze	1891		In: Revis. Gen. Pl. 2: 803
Cyd-Ref-757	Kuntze	1891		In: Revis. Gen. Pl. 2: 803
Cyd-Ref-758	Kuntze	1891		In: Revis. Gen. Pl. 2: 803
Cyd-Ref-759	Kuntze	1891		In: Revis. Gen. Pl. 2: 803
Cyd-Ref-760	Kuntze	1891		In: Revis. Gen. Pl. 2: 803
Cyd-Ref-761	Kuntze	1891		In: Revis. Gen. Pl. 2: 803
Cyd-Ref-762	Kuntze	1891		In: Revis. Gen. Pl. 2: 803
Cyd-Ref-763	Kuntze	1891		In: Revis. Gen. Pl. 2: 803
Cyd-Ref-764	Kuntze	1891		In: Revis. Gen. Pl. 2: 803
Cyd-Ref-765	Kuntze	1891		In: Revis. Gen. Pl. 2: 803
Cyd-Ref-766	Kuntze	1891		In: Revis. Gen. Pl. 2: 803
Cyd-Ref-767	Kuntze	1891		In: Revis. Gen. Pl. 2: 803
Cyd-Ref-768	Kuntze	1891		In: Revis. Gen. Pl. 2: 803
