ID	citation	title	year	source	doi	link
352			1834	Nov. Stirp. Pug. 6: 13		
353			1965	J. S. African Bot. 31(2): 112-116, pl. 20		
354			1985	Garcia de Orta, Ser. Bot. 7(1-2): 11-14		
355			1951	Fl. Pl. Africa 28: pl. 1100		
631			1838	Tijdschr. Natuurl. Gesch. Physiol. 4(4): 422		
356			1996	S. African J. Bot. 62(2): 71		
357			1988	S. African J. Bot. 54(5): 487-490, figs. 1-3		
605			1874	Trudy Imp. S.-Peterburgsk. Bot. Sada 3(1): 111		
358			1867	Ill. Hort. 14, misc.: 79-80; 15		
647			1890	Gartenflora 39: 238		
646			1890	Gartenflora 39: 238		
711			1890	Gartenflora 39: 238		
731			1873	Retail List [Bull] No. 83: 187		
645			1876	Gard. Chron. n.s. 6: 711, figs. 134-135		
712			1873	Retail List [Bull] No. 83: 187		
359			1989	Ann. Missouri Bot. Gard. 76(3): 935		
370			1868	Gard. Chron. 25(14): 349		
360			1995	Phytologia 78(6): 410-411, fig. 3		
361			1908	Gard. Chron., ser. 3 43: 414		
739			1908	Gard. Chron., ser. 3 43: 257		
363			1998	Blumea 43(2): 393		
364			1998	Blumea 43(2): 395		
365			1998	Blumea 43(2): 389		
366			1998	Blumea 43(2): 393		
367			1998	Blumea 43(2): 391		
368			1998	Blumea 43(2): 393		
369			1998	Blumea 43(2): 391		
604			1875	Gartenflora 24: 43		
371			1876	Gartenflora 25: 6		
372			1857	Bull. Soc. Imp. Naturalistes Moscou 30(1): 184-185, fig. 21		
373			1839	Linnaea 13: 152		
375			1998	Fl. Australia 48: 717		
376			1959	Proc. Linn. Soc. New South Wales, ser. 2, 84(1): 98		
377			1998	Fl. Australia 48: 718		
378			1994	Austrobaileya 4(2): 271-273, fig. 1		
379			1872	Bot. Mag. 98: t. 5943		
733			1873	Retail List [Bull] No. 83: 8		
380			1994	Austrobaileya 4(2): 273-275, fig. 2		
381			1994	Austrobaileya 4(2): 275-276, fig. 3		
382			1884	J. Proc. Roy. Soc. New S. Wales 17: 119		
615			1874	Gard. Chron., n.s. 1(17): 532		
383			1858	Fragm. (Mueller) 1(2): 41		
384			1959	Proc. Linn. Soc. New South Wales, ser. 2, 84(1): 98		
385			1883	Syn. Queensl. Fl.: 500		
386			1930	Enum. Pl. Austral. Occ.: 3		
735			1873	Gard. Chron. 30(11): 358		
387			1998	Fl. Australia 48: 718		
734			1873	Gard. Chron. 30(11): 358		
388			1884	J. Proc. Roy. Soc. New S. Wales 17: 120		
389			1991	Austrobaileya 3(3): 481		
390			1884	J. Proc. Roy. Soc. New S. Wales 17: 121		
391			1842	Monogr. Cycad.: 37		
392			1998	Fl. Australia 48: 718-719		
393			1884	J. Proc. Roy. Soc. New S. Wales 17: 122		
394			1883	J. Proc. Roy. Soc. New S. Wales 17: 116		
586			1886	Syn. Queensl. Fl. Suppl. 1: 52		
395			1998	Fl. Australia 48: 719		
396			1992	Telopea 5(1): 31		
397			1991	Austrobaileya 3(3): 483		
398			1998	Fl. Australia 48: 717		
399			1959	Proc. Linn. Soc. New South Wales, ser. 2, 84(1): 102		
400			1868	Prodr. [A. P. de Candolle] 16(2): 537		
401			1994	Austrobaileya 4(2): 276		
402			1877	Gard. Chron., n.s. 7(178): 665		
738			1877	Retail List [Bull] No. 129: 7		
403			1868	Arch. Néerl. Sci. Exact. Nat. 3: 250		
404			1868	Prodr. [A. P. de Candolle] 16(2): 535		
405			1998	Fl. Australia 48: 717		
406			1881	Australas. Chem. Druggist 4: 84		
407			1886	Syn. Queensl. Fl. Suppl. 1: 50		
408			1994	Austrobaileya 4(2): 278, fig. 5		
409			1868	Prodr. [A. P. de Candolle] 16(2): 535		
410			1994	Austrobaileya 4(2): 279-281, fig. 6		
411			1859	Fragm. (Mueller) 1(4): 86		
412			1959	Proc. Linn. Soc. New South Wales, ser. 2, 84(1): 109		
713			1959	Proc. Linn. Soc. New South Wales, ser. 2, 84(1): 108-109		
413			1959	Proc. Linn. Soc. New South Wales, ser. 2, 84(1): 108		
414			1868	Arch. Néerl. Sci. Exact. Nat. 3: 252		
415			1898	Queensland Agric. J. 3: 356		
616			1874	Gard. Chron., n.s. 1(17): 532		
416			1991	Austrobaileya 3(3): 484		
417			1998	Fl. Australia 48: 718		
599			1844	Nov. Stirp. Pug. 8: 31		
419			1998	Fl. Australia 48: 718		
420			1930	Enum. Pl. Austral. Occ.: 3		
421			1884	J. Proc. Roy. Soc. New S. Wales 17: 122		
422			2001	Austrobaileya 6(1): 90-92, figs. 20-21		
423			1842	Monogr. Cycad.: 36		
736			1873	Retail List [Bull] No. 83: 8		
732			1873	Retail List [Bull] No. 83: 187		
424			1959	Proc. Linn. Soc. New South Wales, ser. 2, 84(1): 106		
588			1876	Gartenflora 25: 229		
425			1994	Austrobaileya 4(2): 281-283, fig. 7		
427			1868	Prodr. [A. P. de Candolle] 16(2): 538		
748			1891	Revis. Gen. Pl. 2: 803		
749			1891	Revis. Gen. Pl. 2: 803		
750			1891	Revis. Gen. Pl. 2: 803		
751			1891	Revis. Gen. Pl. 2: 803		
752			1891	Revis. Gen. Pl. 2: 803		
753			1891	Revis. Gen. Pl. 2: 803		
754			1891	Revis. Gen. Pl. 2: 803		
755			1891	Revis. Gen. Pl. 2: 803		
756			1891	Revis. Gen. Pl. 2: 803		
757			1891	Revis. Gen. Pl. 2: 803		
758			1891	Revis. Gen. Pl. 2: 803		
759			1891	Revis. Gen. Pl. 2: 803		
760			1891	Revis. Gen. Pl. 2: 803		
761			1891	Revis. Gen. Pl. 2: 803		
762			1891	Revis. Gen. Pl. 2: 803		
763			1891	Revis. Gen. Pl. 2: 803		
764			1891	Revis. Gen. Pl. 2: 803		
765			1891	Revis. Gen. Pl. 2: 803		
766			1891	Revis. Gen. Pl. 2: 803		
767			1891	Revis. Gen. Pl. 2: 803		
768			1891	Revis. Gen. Pl. 2: 803		
769			1891	Revis. Gen. Pl. 2: 803		
770			1891	Revis. Gen. Pl. 2: 803		
771			1891	Revis. Gen. Pl. 2: 803		
772			1891	Revis. Gen. Pl. 2: 803		
773			1891	Revis. Gen. Pl. 2: 803		
774			1891	Revis. Gen. Pl. 2: 803		
429			1845	Abh. Math.-Phys. Cl. Königl. Bayer. Akad. Wiss. 4(2): 23, t. 4		
430			1894	Hist. Pl. (Baillon) 12: 68, in adnot.		
431			1874	Gartenflora 23: 163, t. 798		
432			1853	Hooker's J. Bot. Kew Gard. Misc. 5: 228		
433			1872	Retail List [Bull] No. 72: 8		
436			1884	Biol. Cent.-Amer., Bot. 3: 194		
437			1900	Publ. Field Columb. Mus., Bot. Ser. 2(1): 23		
438			2001	Fl. Colombia (1983+) 21: 33, fig. 3		
439			1987	Fairchild Trop. Gard. Bull. 42(3): 26		
440			1878	Gard. Chron., n.s. 10(261): 810		
441			1791	Collectanea [Jacquin] 3: 263-265		
715			1878	Gartenflora 27: 13		
584			1878	Gartenflora 27: 13		
745			1878	Gartenflora 27: 13		
746			1878	Gartenflora 27: 13		
583			1878	Gartenflora 27: 13		
442			1851	Nieuwe Verh. Eerste Kl. Kon. Ned. Inst. Wetensch. Amsterdam 3(4): 184		
51			1876	Trudy Imp. S.-Peterburgsk. Bot. Sada 4(4): 308		
443			1868	Gard. Chron. 25(14): 349		
444			1868	Prodr. [A. P. de Candolle] 16(2): 540		
445			1849	Ann. Sci. Nat., Bot. ser. 3, 13: 249, pl. 3		
446			2008	Cycad Newslett. 31(2-3): 22-26, figs 1-16, 18-19		
426			1800	Prodr. Pl. Cap. 2: 92		
447			1852	Fl. Serres Jard. Eur. 7(6): 141		
448			1932	in Engler, Pflanzenr. 99: 153		
449			1854	Bot. Voy. Herald 6: 201-203, t. 43		
450			1988	Bot. Gaz. 149(3): 351		
451			1993	Brittonia 45(1): 5-6, fig. 2		
452			1922	Arch. Jard. Bot. Rio de Janeiro 3: 20, pl. 1		
453			1884	Biol. Cent.-Amer., Bot. 3: 195		
454			1801	Fragm. Bot.: 27, tt. 25-26		
455			1825	Flora 8: 733		
456			1782	Suppl. Pl.: 443		
457			1789	Hort. Kew. (W. Aiton) 3: 478		
458			2009	J. Bot. Res. Inst. Texas 3(1): 31-41, figs. 1-3		
459			1828	Syll. Pl. Nov. 2: 53		
460			2001	Fl. Colombia (1983+) 21: 38-40, fig. 4		
461			1993	Brittonia 45(1): 6, fig. 3		
15			1998	Phytologia 85(3): 140144, f. 1, 3a, 4		
462			2003	Phytologia 85(6): 389 (1998 publ. 21 Aug. 2003)		
463			2001	Fl. Colombia (1983+) 21: 40-42, fig. 5		
464			1903	Contr. U.S. Natl. Herb. 8(2): 267		
465			1982	Phytologia 50(6): 401-404		
466			1845	Hort. Vanhoutt. 1(1): 20		
467			1868	Prodr. [A. P. de Candolle] 16(2): 544		
716			2001	Novon 11(3): 363		
787			1932	in Engler, Pflanzenr. 99: 151-152		
788			1932	in Engler, Pflanzenr. 99: 152		
242			2001	Novon 11(3): 363		
468			1789	Hort. Kew. (W. Aiton) 3: 477		
717			1868	Prodr. [A. P. de Candolle] 16(2): 541		
469			1868	Prodr. [A. P. de Candolle] 16(2): 541		
470			1845	Tijdschr. Natuurl. Gesch. Physiol. 12: 24		
471			1998	Novon 8(1): 12-14, fig. 1a-f		
472			2010	Brenesia 73-74: 29-33, fig. 1		
473			2012	Nordic J. Bot. 30(5): 565-570		
474			1941	Caribbean Forest. 2: 89		
475			1868	Anales Acad. Ci. Med. Habana 5: 54-55		
476			2008	Bot. J. Linn. Soc. 158(3): 399-429, figs. 6, 7a, 8a		
477			1924	J. Wash. Acad. Sci. 14(4): 93-94, fig. 1		
478			1801	Fragm. Bot.: 27-28, tt. 27, 28		
479			2012	Caldasia 34(2): 283-290		
480			1796	Prodr. Stirp. Chap. Allerton: 400		
481			2001	Fl. Colombia (1983+) 21: 43-44, fig. 6		
482			2008	Bot. J. Linn. Soc. 158(3): 399-429, figs. 7c, 8c, 11		
483			2009	Phytotaxa 2: 29-34, figs. 1-3		
484			1983	Fl. Veracruz 26: 22-24, fig. 3		
485			1789	Hort. Kew. (W. Aiton) 3: 478		
821			2016	Phytologia 98(3): 175		
822			2016	Phytologia 98(3): 175		
823			2016	Phytologia 98(3): 174		
824			2016	Phytologia 98(3): 176		
825			2016	Phytologia 98(3): 174		
486			1993	Brittonia 45(1): 7-9, fig. 4		
487			1953	Mutisia 15: 2, fig. p. 5 s.n.		
488			1896	Gartenflora 45: 148-149, fig. 31		
489			1842	Monogr. Cycad.: 71, t. 8		
490			1998	Novon 8(4): 441-446, figs. 1-3		
491			1796	Prodr. Stirp. Chap. Allerton: 400		
492			1801	Fragm. Bot.: 28, tt. 30-31		
493			1849	Tijdschr. Wis-Natuurk. Wetensch. Eerste Kl. Kon. Ned. Inst. Wetensch. 2(4): 298		
494			1872	Bull. Soc. Vaud. Sci. Nat. 11: 278		
495			1884	Biol. Cent.-Amer., Bot. 3: 195		
496			1915	Arch. Jard. Bot. Rio de Janeiro 1: 9-10, pls 1-2		
497			1847	Linnaea 19(4): 425		
498			1876	Trudy Imp. S.-Peterburgsk. Bot. Sada 4(4): 307		
499			1876	Trudy Imp. S.-Peterburgsk. Bot. Sada 4(4): 307		
718			1876	Trudy Imp. S.-Peterburgsk. Bot. Sada 4(4): 307		
500			1875	Ill. Hort. 22: 23, pl. 195		
501			1851	Allg. Gartenzeitung 19: 145-146, fig. s.n.		
826			2018	Brittonia 70(3): 364 [epublished 19 Jun 2018]		
502			1843	Tijdschr. Natuurl. Gesch. Physiol. 10: 72-73		
503			1857	Bull. Soc. Imp. Naturalistes Moscou 30(1): 190		
719			1857	Bull. Soc. Imp. Naturalistes Moscou 30(1): 190		
504			1932	in Engler, Pflanzenr. 99: 147		
505			1857	Bull. Soc. Imp. Naturalistes Moscou 30(1): 190		
506			1801	Fragm. Bot.: 28, t. 29		
507			1907	Bull. New York Bot. Gard. 5(18): 311		
508			2004	Cycad Classific. Concepts & Recommend.: 185-186, fig. 14.7		
509			1958	Bot. Mus. Leafl. 18: 114, pl. 18		
510			1844	Linnaea 18(1): 97-98		
511			1876	Trudy Imp. S.-Peterburgsk. Bot. Sada 4(4): 310, t. 926, fig. e		
512			1798	Pl. Rar. Hort. Schoenbr. 3: 77, tt. 397, 398		
775			1932	in Engler, Pflanzenr. 99: 155-157		
777			1932	in Engler, Pflanzenr. 99: 157		
780			1932	in Engler, Pflanzenr. 99: 154-155		
781			1932	in Engler, Pflanzenr. 99: 155		
776			1932	in Engler, Pflanzenr. 99: 157-158		
782			1932	in Engler, Pflanzenr. 99: 158		
779			1932	in Engler, Pflanzenr. 99: 158		
778			1932	in Engler, Pflanzenr. 99: 158		
513			2009	J. Bot. Res. Inst. Texas 3(1): 23-29, figs. 1-2		
514			2001	Fl. Colombia (1983+)21: 55, fig. 11		
515			1861	Prodr. Syst. Cycad.: 13-14, 25-26		
737			1876	Retail List [Bull] No. 121: 149		
516			1875	Monatsber. Königl. Preuss. Akad. Wiss. Berlin: 376-377		
517			1926	Bot. Gaz. 81(2): 219, 223, figs. 1-3		
518			1868	Prodr. [A. P. de Candolle] 16(2): 545		
519			1806	Sp. Pl., ed. 4 [Willdenow] 4: 847-848		
520			1842	Monogr. Cycad.: 66		
720			1842	Monogr. Cycad.: 66		
521			1843	Tijdschr. Natuurl. Gesch. Physiol. 10: 71-72		
434			2013	Phytotaxa 98(2): 2742, figs. 6-7		
435			1838	Tijdschr. Natuurl. Gesch. Physiol. 4:(4) 421		
522			2008	Bot. J. Linn. Soc. 158(3): 399-429, figs. 7b, 8b, 10		
523			1993	Brittonia 45(1): 10, fig. 5		
524			1897	Gartenflora 46: 358		
525			1922	Arch. Jard. Bot. Rio de Janeiro 3: 19		
526			1875	Monatsber. Königl. Preuss. Akad. Wiss. Berlin: 376		
527			1877	Ill. Hort. 24: 140, pl. 289		
528			2003	Revista Acad. Colomb. Ci. Exact. 27(105): 486-490		
529			2008	Ceiba 49(1): 135-136, figs. 1-6		
530			2006	Ceiba 46(1): 42, figs. 11-13		
531			1844	Linnaea 17(6): 740		
532			1796	Prodr. Stirp. Chap. Allerton: 401		
582			1863	Fl. Bras. (Martius) 4(1): 414		
830			2018	Phytotaxa 385(2): 85-93. 2018 [epublished 27 Dec 2018]		
533			1916	Amer. Foss. Cycads 2: 212, fig. 86		
534			1884	Biol. Cent.-Amer., Bot. 3: 194		
535			1863	Fl. Bras. (Martius) 4(1): 414-416, t. 109		
536			1998	Delpinoa 37-38: 3-8, fig. 1 (199596 issued 1998)		
537			1899	Symb. Antill. 1(2): 291		
538			1869	Verh. Kon. Ned. Akad. Wetensch., Afd. Natuurk. 2(4): 30		
539			1881	Retail List [Bull]: No. 176: 20		
654			1876	The Garden 9: 559		
48			1982	Phytologia 50(6): 401-404		
540			1986	Taxon 35(1): 141		
541			1854	Bot. Voy. Herald 6: 201-203, 253		
542			1763	Sp. Pl. ed. 2. 2: 1659		
819			1981	J. Arnold Arbor. 61: 719		
783			1981	J. Arnold Arbor. 61: 719		
543			1789	Hort. Kew. (W. Aiton) 3: 478		
544			1983	Fl. Veracruz 26: 28-31, fig. 5		
545			1815	Bot. Mag. 42: t.1741		
784			1932	in Engler, Pflanzenr. 99: 152-153		
785			1932	in Engler, Pflanzenr. 99: 153		
786			1868	Prodr. [A. P. de Candolle] 16(2): 543-544		
546			2010	Brittonia 62(1): 80-85, figs. 1-2		
547			2009	Taxon 58(1): 268		
548			1873	Cat. General 90: 10		
549			2006	Ceiba 46(1): 41-42, figs. 1-10		
550			1916	Bull. Torrey Bot. Club 43: 462		
551			1926	J. New York Bot. Gard. 27(318): 128, figs. 1,2		
552			1851	Allg. Gartenzeitung 19: 146, fig. s.n.		
553			1988	Bot. Gaz. 149(3): 347-351, figs. 1-3		
554			1868	Prodr. [A. P. de Candolle] 16(2): 539		
580			1796	Prodr. Stirp. Chap. Allerton : 401		
555			1984	Phytologia 55(5): 299-303		
556			1989	Syst. Bot. 14(2): 214-219, figs. 1-2		
557			2012	Bot. Rev. (Lancaster) 78(4): 335-344, figs. 1-4		
558			1851	Nieuwe Verh. Eerste Kl. Kon. Ned. Inst. Wetensch. Amsterdam 3(4): 183		
559			1926	Bot. Gaz. 81(2): 223, 225, fig. 4		
729			1872	Retail List [Bull] No. 72: 8		
560			1806	Sp. Pl., ed. 4 [Willdenow] 4(2): 846		
561			2011	Brittonia 63(4): 442-451 , figs. 1-2		
581			1885	Ill. Hort. 32: 27, pl. 547		
587			1806	Sp. Pl., ed. 4 [Willdenow] 4(2): 845-846		
562			1903	Bot. Gaz. 35(1): 8, pl. 1		
563			1907	Verh. Bot. Vereins Prov. Brandenburg 48: 117-118		
652			1922	Arch. Jard. Bot. Rio de Janeiro 3: 19		
721			1922	Arch. Jard. Bot. Rio de Janeiro 3: 19		
564			1921	J. New York Bot. Gard. 22: 136, in adnot.		
565			1996	Linzer Biol. Beitr. 28(2): 1056		
566			1845	Allg. Gartenzeitung 32: 252-253		
567			1998	Delpinoa 37-38: 9-17 , figs. 1-4 (199596 issued 1998)		
568			1868	Gard. Chron. 25(14): 349		
569			1869	Verh. Kon. Ned. Akad. Wetensch., Afd. Natuurk. 2(4): 31-32		
8			1875	Monatsber. Königl. Preuss. Akad. Wiss. Berlin: 376		
1			1932	in Engler, Pflanzenr. 99: 149		
13			1851	Nieuwe Verh. Eerste Kl. Kon. Ned. Inst. Wetensch. Amsterdam 3(4): 182		
